Election Type,Name Raw,Office,Party,State Name,County,Precinct,State Fip,CountyFIPS 3,Jurisdiction,Votes
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Sampson,37163ROWA,37,163,ROWA,246
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Sampson,37163HARR,37,163,HARR,231
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Sampson,37163LAKE,37,163,LAKE,179
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Sampson,37163ONE STOP 3,37,163,ONE STOP 3,743
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Sampson,37163WBRK,37,163,WBRK,398
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Sampson,37163GARL,37,163,GARL,143
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Sampson,37163CLEM,37,163,CLEM,450
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Sampson,37163TURK,37,163,TURK,213
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Sampson,37163CLNE,37,163,CLNE,290
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Sampson,37163ABSENTEE,37,163,ABSENTEE,272
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Sampson,37163CLEA,37,163,CLEA,207
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718305-07,37,183,05-07,887
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718304-21,37,183,04-21,374
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718301-44,37,183,01-44,571
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718301-35,37,183,01-35,511
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718301-26,37,183,01-26,655
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718301-23,37,183,01-23,1019
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718307-13,37,183,07-13,303
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718308-06,37,183,08-06,388
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718313-11,37,183,13-11,355
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718310-03,37,183,10-03,265
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718319-17,37,183,19-17,658
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718319-14,37,183,19-14,306
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718317-05,37,183,17-05,690
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718301-12,37,183,01-12,455
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718301-17,37,183,01-17,183
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718301-14,37,183,01-14,761
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718304-18,37,183,04-18,458
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718304-19,37,183,04-19,292
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718304-16,37,183,04-16,407
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718302-03,37,183,02-03,281
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718304-06,37,183,04-06,494
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718320-14,37,183,20-14,743
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718320-12,37,183,20-12,246
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,37183OSCA 81-91,37,183,OSCA 81-91,114
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718316-05,37,183,16-05,305
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718316-03,37,183,16-03,277
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718316-08,37,183,16-08,1231
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718313-09,37,183,13-09,725
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718312-09,37,183,12-09,334
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718319-11,37,183,19-11,285
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718304-03,37,183,04-03,398
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718304-04,37,183,04-04,319
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718306-07,37,183,06-07,499
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718306-08,37,183,06-08,329
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718308-08,37,183,08-08,501
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,37183OSNB 1-40,37,183,OSNB 1-40,2953
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,37183OSLOB 1-40,37,183,OSLOB 1-40,9474
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,37183OSGR 81-91,37,183,OSGR 81-91,45
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,37183OSFV 1-40,37,183,OSFV 1-40,3595
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,37183OSTC 1-40,37,183,OSTC 1-40,3650
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,37183TRANS 81-91,37,183,TRANS 81-91,0
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,37183PROVI 41-80,37,183,PROVI 41-80,41
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,37183OSWD 81-91,37,183,OSWD 81-91,3
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,37183OSGR 41-80,37,183,OSGR 41-80,57
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,37183OSCA 81-91,37,183,OSCA 81-91,5
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,37183OSHS 1-40,37,183,OSHS 1-40,480
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,37183OSLOB 81-91,37,183,OSLOB 81-91,2
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,37183OSLOB 41-80,37,183,OSLOB 41-80,122
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718310-02,37,183,10-02,38
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718309-01,37,183,09-01,32
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718308-09,37,183,08-09,26
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718308-07,37,183,08-07,66
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718308-02,37,183,08-02,73
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718308-04,37,183,08-04,43
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718304-01,37,183,04-01,36
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718301-18,37,183,01-18,45
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718320-08,37,183,20-08,91
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718318-04,37,183,18-04,63
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718318-05,37,183,18-05,59
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718319-04,37,183,19-04,81
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718311-02,37,183,11-02,63
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718311-01,37,183,11-01,83
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718312-06,37,183,12-06,62
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718313-08,37,183,13-08,25
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718313-05,37,183,13-05,35
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718313-02,37,183,13-02,27
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718316-09,37,183,16-09,35
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,37183OSZB 81-91,37,183,OSZB 81-91,0
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,37183OSKD 81-91,37,183,OSKD 81-91,1
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718304-02,37,183,04-02,60
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718301-44,37,183,01-44,46
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718301-46,37,183,01-46,18
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718304-09,37,183,04-09,38
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718301-41,37,183,01-41,56
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718317-09,37,183,17-09,22
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718317-08,37,183,17-08,84
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718317-06,37,183,17-06,25
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718316-02,37,183,16-02,39
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718316-07,37,183,16-07,38
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718301-23,37,183,01-23,114
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718301-25,37,183,01-25,7
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718301-26,37,183,01-26,8
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718301-28,37,183,01-28,37
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718301-02,37,183,01-02,47
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718301-32,37,183,01-32,45
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718301-35,37,183,01-35,14
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718301-33,37,183,01-33,29
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718302-03,37,183,02-03,52
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718317-02,37,183,17-02,13
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,37183OSAV 81-91,37,183,OSAV 81-91,1
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718307-09,37,183,07-09,51
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718307-10,37,183,07-10,66
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718306-10,37,183,06-10,60
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718307-06,37,183,07-06,55
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718307-03,37,183,07-03,24
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718308-10,37,183,08-10,47
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718301-05,37,183,01-05,18
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718301-30,37,183,01-30,19
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718301-49,37,183,01-49,58
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718305-07,37,183,05-07,74
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,37183OSWA 41-80,37,183,OSWA 41-80,89
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,37183PROVI 1-40,37,183,PROVI 1-40,185
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718320-01,37,183,20-01,83
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718320-04,37,183,20-04,81
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,37183OSCB 1-40,37,183,OSCB 1-40,447
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,37183OSCH 41-80,37,183,OSCH 41-80,63
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718320-06A,37,183,20-06A,87
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718320-16,37,183,20-16,45
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718320-11,37,183,20-11,96
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,37183OSNR 81-91,37,183,OSNR 81-91,0
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,37183OSOP 81-91,37,183,OSOP 81-91,0
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,37183OSFV 81-91,37,183,OSFV 81-91,0
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718304-13,37,183,04-13,57
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718305-03,37,183,05-03,45
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718306-06,37,183,06-06,105
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718306-05,37,183,06-05,49
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718307-02,37,183,07-02,20
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718307-11,37,183,07-11,14
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718307-07A,37,183,07-07A,7
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718307-05,37,183,07-05,28
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718319-05,37,183,19-05,47
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718301-51,37,183,01-51,24
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718301-09,37,183,01-09,21
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,37183OSLL 81-91,37,183,OSLL 81-91,5
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,37183OSHS 81-91,37,183,OSHS 81-91,0
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,37183OSFV 41-80,37,183,OSFV 41-80,11
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,37183OSAV 1-40,37,183,OSAV 1-40,365
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718320-17,37,183,20-17,62
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,37183OSAP 1-40,37,183,OSAP 1-40,777
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,37183OSCA 1-40,37,183,OSCA 1-40,659
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,37183TRANS 41-80,37,183,TRANS 41-80,0
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,37183TRANS 81-91,37,183,TRANS 81-91,0
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718304-20,37,183,04-20,72
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718301-39,37,183,01-39,39
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718301-16,37,183,01-16,41
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718301-11,37,183,01-11,31
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718305-08,37,183,05-08,37
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718310-01,37,183,10-01,9
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718316-08,37,183,16-08,38
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718319-09,37,183,19-09,40
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718316-05,37,183,16-05,36
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718314-02,37,183,14-02,82
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718316-03,37,183,16-03,35
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718312-05,37,183,12-05,94
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718301-40,37,183,01-40,21
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718301-42,37,183,01-42,29
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718302-01,37,183,02-01,65
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718301-20,37,183,01-20,29
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,37183OSTC 41-80,37,183,OSTC 41-80,22
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,37183OSTC 81-91,37,183,OSTC 81-91,0
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,37183OSNB 1-40,37,183,OSNB 1-40,220
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718320-05,37,183,20-05,60
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718317-11,37,183,17-11,42
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718319-17,37,183,19-17,62
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718319-14,37,183,19-14,36
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718319-11,37,183,19-11,58
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,37183OSLL 1-40,37,183,OSLL 1-40,500
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,37183OSGR 81-91,37,183,OSGR 81-91,1
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,37183OSHS 41-80,37,183,OSHS 41-80,7
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,37183OSCB 81-91,37,183,OSCB 81-91,3
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,37183OSCH 81-91,37,183,OSCH 81-91,2
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,37183OSAV 41-80,37,183,OSAV 41-80,75
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718320-09,37,183,20-09,39
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718318-03,37,183,18-03,42
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718318-08,37,183,18-08,84
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718313-10,37,183,13-10,78
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718313-01,37,183,13-01,46
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718312-09,37,183,12-09,59
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718308-06,37,183,08-06,36
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718303-00,37,183,03-00,68
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718302-04,37,183,02-04,39
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718301-38,37,183,01-38,37
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718301-29,37,183,01-29,40
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718301-27,37,183,01-27,28
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718301-31,37,183,01-31,88
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718305-05,37,183,05-05,90
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718304-10,37,183,04-10,69
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718304-11,37,183,04-11,32
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718308-08,37,183,08-08,86
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718307-13,37,183,07-13,47
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,37183OSGR 1-40,37,183,OSGR 1-40,251
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,37183OSAP 41-80,37,183,OSAP 41-80,112
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,37183OSZB 1-40,37,183,OSZB 1-40,147
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,37183OSWD 41-80,37,183,OSWD 41-80,52
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718301-06,37,183,01-06,55
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718301-03,37,183,01-03,45
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718304-08,37,183,04-08,49
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718304-07,37,183,04-07,33
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718304-17,37,183,04-17,46
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718304-15,37,183,04-15,79
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718304-14,37,183,04-14,45
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718301-47,37,183,01-47,43
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718310-04,37,183,10-04,49
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718308-05,37,183,08-05,30
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718308-03,37,183,08-03,78
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718306-04,37,183,06-04,70
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718306-09,37,183,06-09,122
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718316-04,37,183,16-04,37
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718319-03,37,183,19-03,74
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718317-03,37,183,17-03,78
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,37183OSNR 41-80,37,183,OSNR 41-80,18
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,37183OSFB 1-40,37,183,OSFB 1-40,358
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,37183OSFB 81-91,37,183,OSFB 81-91,0
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,37183OSCA 41-80,37,183,OSCA 41-80,178
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718320-15,37,183,20-15,51
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718320-10,37,183,20-10,48
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718301-15,37,183,01-15,24
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718301-10,37,183,01-10,32
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718301-13,37,183,01-13,25
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718304-05,37,183,04-05,69
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718312-07,37,183,12-07,31
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718309-02,37,183,09-02,26
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718307-01,37,183,07-01,46
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718315-01,37,183,15-01,60
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718313-07,37,183,13-07,36
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718312-08,37,183,12-08,60
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718315-02,37,183,15-02,94
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718315-04,37,183,15-04,40
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718316-01,37,183,16-01,32
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718318-02,37,183,18-02,77
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,3718316-06,37,183,16-06,29
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,37183OSOP 1-40,37,183,OSOP 1-40,406
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,37183OSNB 41-80,37,183,OSNB 41-80,35
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Wake,37183OSAP 81-91,37,183,OSAP 81-91,0
